full_name,stars,forks,open_issues,created_at,pushed_at,language,license,description
louisfb01/best_AI_papers_2021,2897,237,0,2021-11-06T16:55:30Z,2023-10-18T11:46:35Z,,MIT License,"A  curated list of the latest breakthroughs in AI (in 2021) by release date with a clear video explanation, link to a more in-depth article, and code."
sgrvinod/a-PyTorch-Tutorial-to-Image-Captioning,2894,728,116,2018-05-30T03:00:58Z,2022-07-28T08:54:13Z,Python,MIT License,"Show, Attend, and Tell | a PyTorch Tutorial to Image Captioning"
amusi/ICCV2025-Papers-with-Code,2879,256,21,2021-07-23T00:47:16Z,2025-07-06T12:19:14Z,,,ICCV 2025 论文和开源项目合集
Charmve/computer-vision-in-action,2857,405,60,2021-04-29T03:08:48Z,2024-05-27T02:44:35Z,Jupyter Notebook,Other,A computer vision closed-loop learning platform where code can be run interactively online. 学习闭环《计算机视觉实战演练：算法与应用》中文电子书、源码、读者交流社区（持续更新中 ...） 📘 在线电子书 https://charmve.github.io/computer-vision-in-action/   👇项目主页
ogkalu2/comic-translate,2845,321,104,2024-01-25T08:45:17Z,2026-07-09T01:50:53Z,Python,Apache License 2.0,"AI comic and manga translator app/browser extension for automatically translating comics, manga, manhwa, BDs, fumetti, and more in multiple languages and formats (Images, PDF, EPUB, CBR, CBZ etc)."
IDEA-Research/DINO,2825,310,153,2022-03-07T14:58:30Z,2024-07-31T13:56:21Z,Python,Apache License 2.0,"[ICLR 2023] Official implementation of the paper ""DINO: DETR with Improved DeNoising Anchor Boxes for End-to-End Object Detection"""
autodistill/autodistill,2745,219,52,2023-06-06T20:16:41Z,2025-05-14T07:53:55Z,Python,Apache License 2.0,Images to inference with no labeling (use foundation models to train supervised models).
sightmachine/SimpleCV,2730,788,121,2011-08-16T18:04:07Z,2024-12-20T19:39:00Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License",The Open Source Framework for Machine Vision
kha-white/manga-ocr,2724,135,43,2022-01-15T17:18:34Z,2026-07-19T08:43:43Z,Python,Apache License 2.0,"Optical character recognition for Japanese text, with the main focus being Japanese manga"
CVCUDA/CV-CUDA,2708,257,73,2022-08-23T03:30:37Z,2026-05-28T04:51:17Z,C++,Other,"CV-CUDA™ is an open-source, GPU accelerated library for cloud-scale image processing and computer vision."
junyanz/interactive-deep-colorization,2692,447,32,2017-05-08T07:27:47Z,2022-07-29T10:15:32Z,Python,MIT License,Deep learning software for colorizing black and white images with a few clicks.
MLNLP-World/Top-AI-Conferences-Paper-with-Code,2671,601,1,2020-06-27T07:58:07Z,2026-07-02T12:40:09Z,,,MLNLP：本仓库整理人工智能会议（如 ACL、EMNLP、NAACL、COLING、AAAI、IJCAI、ICLR、NeurIPS、ICML 等）中开源代码的论文。
KupynOrest/DeblurGAN,2637,531,148,2017-04-26T14:08:11Z,2019-12-25T18:40:00Z,Python,Other,Image Deblurring using Generative Adversarial Networks
harleyszhang/cv_note,2633,389,0,2019-03-22T09:22:58Z,2026-05-10T10:31:11Z,Python,Apache License 2.0,记录cv算法工程师的成长之路，分享计算机视觉和模型压缩部署技术栈笔记。https://harleyszhang.github.io/cv_note/
enpeizhao/CVprojects,2628,693,13,2021-11-22T06:29:26Z,2025-12-26T12:52:58Z,Jupyter Notebook,,computer vision projects |  计算机视觉相关好玩的AI项目（Python、C++、embedded system）
OpenStitching/stitching,2617,216,9,2022-05-08T08:30:48Z,2026-07-20T21:01:33Z,Python,Apache License 2.0,A Python package for fast and robust Image Stitching
HypoX64/DeepMosaics,2613,486,116,2019-03-05T17:25:47Z,2024-08-30T23:56:47Z,Python,GNU General Public License v3.0,"Automatically remove the mosaics in images and videos, or add mosaics to them."
gjy3035/Awesome-Crowd-Counting,2606,485,17,2018-04-25T09:01:25Z,2026-01-24T01:40:31Z,,,Awesome Crowd Counting
xuebinqin/DIS,2567,289,102,2022-03-07T07:05:30Z,2024-09-23T06:27:07Z,Jupyter Notebook,Apache License 2.0,This is the repo for our new project Highly Accurate Dichotomous Image Segmentation
1bananachicken/MaaNTE,2563,190,33,2026-04-26T12:42:30Z,2026-07-22T15:22:44Z,Python,GNU Affero General Public License v3.0,MaaNTE. Nevertheless to Everless automatic assistant 异环小助手
taesungp/contrastive-unpaired-translation,2536,446,105,2020-07-21T05:00:29Z,2023-09-05T16:46:25Z,Python,Other,"Contrastive unpaired image-to-image translation, faster and lighter training than cyclegan (ECCV 2020, in PyTorch)"
GeorgeSeif/Semantic-Segmentation-Suite,2520,866,82,2017-12-09T22:56:49Z,2021-04-22T15:27:04Z,Python,,"Semantic Segmentation Suite in TensorFlow. Implement, train, and test new Semantic Segmentation models easily!"
cbsudux/awesome-human-pose-estimation,2479,404,7,2018-10-03T17:01:47Z,2022-10-12T12:34:44Z,,,A collection of awesome resources in Human Pose estimation.
GaParmar/img2img-turbo,2465,291,116,2024-02-23T13:50:15Z,2025-08-01T20:39:35Z,Python,MIT License,"One-step image-to-image with Stable Diffusion turbo: sketch2image, day2night, and more"
kevmo314/magic-copy,2462,155,24,2023-04-07T04:59:51Z,2024-05-06T20:41:13Z,TypeScript,MIT License,Magic Copy is a Chrome extension that uses Meta's Segment Anything Model to extract a foreground object from an image and copy it to the clipboard.
lgsvl/simulator,2454,790,628,2018-07-02T22:07:26Z,2023-04-04T21:17:55Z,C#,Other,A ROS/ROS2 Multi-robot Simulator for Autonomous Vehicles
strasdat/Sophus,2440,669,15,2011-12-06T16:48:30Z,2024-07-06T18:06:55Z,C++,Other,C++ implementation of Lie Groups using Eigen.
leggedrobotics/darknet_ros,2438,1205,166,2017-03-31T17:25:58Z,2024-07-19T10:36:14Z,C++,"BSD 3-Clause ""New"" or ""Revised"" License",YOLO ROS: Real-Time Object Detection for ROS
b7leung/MLE-Flashcards,2429,218,4,2022-07-23T05:05:08Z,2026-04-30T05:33:31Z,,GNU General Public License v3.0,"200+ detailed flashcards useful for reviewing topics in machine learning, computer vision, and computer science."
tryolabs/luminoth,2400,391,62,2017-02-16T15:07:46Z,2023-03-24T23:52:00Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License",Deep Learning toolkit for Computer Vision.
jyjblrd/Low-Cost-Mocap,2398,405,20,2023-07-29T21:25:33Z,2024-05-25T14:50:19Z,TypeScript,MIT License,Low cost motion capture system for room scale tracking
roboflow/inference,2388,288,145,2023-07-31T17:00:40Z,2026-07-22T15:48:48Z,Python,Other,Turn any computer or edge device into a command center for your computer vision projects.
manfreddiaz/awesome-autonomous-vehicles,2384,596,1,2016-12-09T20:07:33Z,2024-03-15T17:19:11Z,,,Curated List of Self-Driving Cars and Autonomous Vehicles Resources
dipanjanS/practical-machine-learning-with-python,2382,1653,21,2017-07-29T10:31:36Z,2024-03-31T20:24:30Z,Jupyter Notebook,Apache License 2.0,Master the essential skills needed to recognize and solve complex real-world problems with Machine Learning and Deep Learning by leveraging the highly popular Python Machine Learning Eco-system.
weihaox/awesome-neural-rendering,2352,217,0,2020-04-09T12:18:24Z,2026-07-16T09:04:05Z,,MIT License,Resources of Neural Rendering
google-research-datasets/Objectron,2342,267,31,2020-10-19T21:58:41Z,2026-03-06T17:27:37Z,Jupyter Notebook,Other,"Objectron is a dataset of short, object-centric video clips. In addition, the videos also contain AR session metadata including camera poses, sparse point-clouds and planes. In each video, the camera moves around and above the object and captures it from different views. Each object is annotated with a 3D bounding box. The 3D bounding box describes the object’s position, orientation, and dimensions. The dataset contains about 15K annotated video clips and 4M annotated images in the following categories: bikes, books, bottles, cameras, cereal boxes, chairs, cups, laptops, and shoes"
nv-tlabs/3dgrut,2332,269,63,2025-03-20T00:06:26Z,2026-07-08T13:14:02Z,Python,Apache License 2.0,Ray tracing and hybrid rasterization of Gaussian particles
OAID/TengineKit,2319,306,32,2020-06-29T07:28:46Z,2021-10-18T07:27:43Z,C++,Other,"TengineKit - Free, Fast, Easy, Real-Time Face Detection & Face Landmarks & Face Attributes & Hand Detection & Hand Landmarks & Body Detection & Body Landmarks &  Iris Landmarks & Yolov5 SDK On Mobile."
ScanNet/ScanNet,2315,374,128,2017-02-11T18:41:30Z,2025-11-03T12:14:27Z,C,Other,
hzwer/ICCV2019-LearningToPaint,2301,310,0,2019-03-11T03:56:03Z,2025-05-07T03:16:13Z,Python,MIT License,ICCV2019 - Learning to Paint With Model-based Deep Reinforcement Learning
extreme-assistant/ICCV2023-Paper-Code-Interpretation,2295,1364,11,2019-04-01T04:19:27Z,2023-09-19T08:24:18Z,,,ICCV2021/2019/2017 论文/代码/解读/直播合集，极市团队整理
emgucv/emgucv,2291,588,64,2017-01-04T19:23:13Z,2026-07-21T20:18:52Z,C#,Other,Emgu CV is a cross platform .Net wrapper to the OpenCV image processing library.
Honlan/DeepInterests,2287,405,0,2018-03-19T13:31:41Z,2020-08-20T08:34:51Z,,,深度有趣
amusi/ECCV2026-Papers-with-Code,2278,273,9,2020-07-03T01:14:38Z,2024-08-07T06:58:45Z,,,ECCV 2026 论文和开源项目合集，同时欢迎各位大佬提交issue，分享ECCV 2026论文和开源项目
andrewssobral/bgslibrary,2277,737,89,2014-02-16T21:35:54Z,2026-05-28T13:02:05Z,C++,MIT License,"A C++ Background Subtraction Library with wrappers for Python, MATLAB, Java and GUI on QT"
jsbroks/coco-annotator,2275,476,258,2018-09-03T21:38:31Z,2025-01-30T06:28:46Z,Vue,MIT License,":pencil2: Web-based image segmentation tool for object detection, localization, and keypoints"
tannerhelland/PhotoDemon,2257,247,56,2012-07-05T23:43:00Z,2026-06-26T16:26:13Z,Visual Basic 6.0,Other,"A free portable photo editor focused on pro-grade features, high performance, and maximum usability."
hkchengrex/MMAudio,2243,261,12,2024-12-07T07:47:39Z,2026-02-23T06:09:19Z,Python,MIT License,[CVPR 2025] MMAudio: Taming Multimodal Joint Training for High-Quality Video-to-Audio Synthesis
idealo/image-quality-assessment,2243,455,44,2018-06-12T14:46:09Z,2024-07-12T19:16:31Z,Python,Apache License 2.0,Convolutional Neural Networks to predict the aesthetic and technical quality of images.
Future-Scholars/paperlib,2242,110,33,2021-01-11T04:32:48Z,2026-04-01T23:01:59Z,TypeScript,GNU General Public License v3.0,An open-source academic paper management tool.
louisfb01/Best_AI_paper_2020,2241,240,0,2020-12-20T17:27:00Z,2022-01-28T15:27:50Z,,MIT License,"A curated list of the latest breakthroughs in AI by release date with a clear video explanation, link to a more in-depth article, and code"
azavea/raster-vision,2230,399,46,2017-02-02T14:31:54Z,2026-06-04T14:59:54Z,Python,Apache License 2.0,An open source library and framework for deep learning on satellite and aerial imagery.
unrealcv/unrealcv,2199,463,119,2016-09-08T18:03:51Z,2026-04-15T08:48:16Z,Python,MIT License,UnrealCV: Connecting Computer Vision to Unreal Engine
LMD0311/Awesome-World-Model,2164,86,0,2024-01-02T09:38:21Z,2026-07-20T06:45:02Z,,,"Collect some World Models for Autonomous Driving (and Robotic, etc.) papers. "
kingyiusuen/image-to-latex,2160,314,23,2021-05-24T17:34:09Z,2022-10-04T20:50:32Z,Python,MIT License,Convert images of LaTex math equations into LaTex code.
spla-tam/SplaTAM,2159,247,53,2023-11-30T20:26:47Z,2024-06-19T09:46:15Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License","SplaTAM: Splat, Track & Map 3D Gaussians for Dense RGB-D SLAM (CVPR 2024)"
MRPT/mrpt,2150,658,29,2013-10-19T21:09:23Z,2026-07-19T13:42:22Z,C++,"BSD 3-Clause ""New"" or ""Revised"" License",:zap: The Mobile Robot Programming Toolkit (MRPT)
yatengLG/ISAT_with_segment_anything,2146,210,19,2023-04-18T13:23:48Z,2026-07-14T07:54:02Z,Python,Other,"Labeling tool with SAM(segment anything model),supports SAM, SAM2, SAM3, sam-hq, MobileSAM EdgeSAM etc.交互式半自动图像标注工具"
muskie82/MonoGS,2125,228,102,2024-03-03T17:46:19Z,2024-08-07T14:15:29Z,Python,Other,[CVPR'24 Highlight & Best Demo Award] Gaussian Splatting SLAM
Mukosame/Anime2Sketch,2123,174,7,2021-04-09T00:26:49Z,2023-08-16T06:44:46Z,Python,MIT License,A sketch extractor for anime/illustration.
mathworks/MATLAB-Simulink-Challenge-Project-Hub,2121,402,0,2021-02-05T16:03:41Z,2026-07-13T22:58:39Z,HTML,Other,This MATLAB and Simulink Challenge Project Hub contains a list of research and design project ideas. These projects will help you gain practical experience and insight into technology trends and industry directions.
MIT-SPARK/Kimera,2104,241,2,2019-09-16T02:04:14Z,2021-01-30T22:12:14Z,,"BSD 2-Clause ""Simplified"" License",Index repo for Kimera code
bgshih/crnn,2104,548,91,2015-12-19T07:14:57Z,2019-03-04T05:12:37Z,Lua,MIT License,Convolutional Recurrent Neural Network (CRNN) for image-based sequence recognition.
innovation-cat/Awesome-Federated-Machine-Learning,2085,282,7,2019-10-19T10:35:34Z,2024-05-30T21:21:42Z,,,"Everything about federated learning, including research papers, books, codes, tutorials, videos and beyond"
ajbrock/Neural-Photo-Editor,2074,193,10,2016-09-21T14:53:36Z,2017-03-22T11:38:44Z,Python,MIT License,A simple interface for editing natural photos with generative neural networks.
UniversalDataTool/universal-data-tool,2069,200,168,2019-07-11T18:00:15Z,2025-03-15T02:09:07Z,JavaScript,MIT License,"Collaborate & label any type of data, images, text, or documents, in an easy web interface or desktop app."
facebookresearch/theseus,2046,146,83,2021-11-18T20:28:27Z,2025-01-16T17:47:06Z,Python,MIT License,A library for differentiable nonlinear optimization
pkhungurn/talking-head-anime-demo,2027,284,7,2019-12-27T11:45:52Z,2022-06-29T20:27:14Z,Python,MIT License,"Demo for the ""Talking Head Anime from a Single Image."""
lucasb-eyer/pydensecrf,2023,428,43,2015-11-13T18:15:38Z,2024-03-05T08:38:53Z,C++,MIT License,Python wrapper to Philipp Krähenbühl's dense (fully connected) CRFs with gaussian edge potentials.
chaoyanghe/Awesome-Federated-Learning,2016,332,3,2020-07-03T19:26:03Z,2022-09-03T20:03:02Z,,,FedML - The Research and Production Integrated Federated Learning Library: https://fedml.ai
cambrian-mllm/cambrian,2008,139,48,2024-06-17T07:00:41Z,2025-11-07T03:26:25Z,Python,Apache License 2.0,Cambrian-1 is a family of multimodal LLMs with a vision-centric design.
youngfish42/Awesome-FL,2003,222,0,2022-05-21T02:20:25Z,2026-05-20T12:48:40Z,Python,Creative Commons Attribution Share Alike 4.0 International,"Comprehensive and timely academic information on federated learning (papers, frameworks, datasets, tutorials, workshops)"
haitongli/knowledge-distillation-pytorch,1996,353,19,2018-03-09T23:58:31Z,2023-03-25T00:03:08Z,Python,MIT License,A PyTorch implementation for exploring deep and shallow knowledge distillation (KD) experiments with flexibility
visomaster/VisoMaster,1981,346,110,2025-01-27T06:30:26Z,2025-03-11T10:15:12Z,Python,GNU General Public License v3.0,Powerful & Easy-to-Use Video Face Swapping and Editing Software
hkchengrex/XMem,1980,211,7,2022-07-06T19:09:19Z,2024-11-15T19:28:38Z,Python,MIT License,[ECCV 2022] XMem: Long-Term Video Object Segmentation with an Atkinson-Shiffrin Memory Model
patrikhuber/eos,1977,596,31,2015-02-10T16:09:02Z,2025-05-01T19:53:55Z,C++,Apache License 2.0,A lightweight 3D Morphable Face Model library in modern C++
adobe-research/custom-diffusion,1976,141,52,2022-12-08T19:18:41Z,2026-05-24T19:31:46Z,Python,Other,Custom Diffusion: Multi-Concept Customization of Text-to-Image Diffusion (CVPR 2023)
apple/ml-cvnets,1975,257,50,2021-10-21T23:12:39Z,2023-10-30T17:05:10Z,Python,Other,CVNets: A library for training computer vision networks
alibaba/EasyCV,1947,227,20,2022-04-02T01:47:41Z,2025-05-09T10:40:23Z,Python,Apache License 2.0,An all-in-one toolkit for computer vision
google-deepmind/tapnet,1942,186,30,2022-11-03T14:59:43Z,2026-07-15T19:59:28Z,Jupyter Notebook,Apache License 2.0,Tracking Any Point (TAP)
astorfi/lip-reading-deeplearning,1905,332,7,2017-06-20T22:05:34Z,2022-11-07T13:58:59Z,Python,Apache License 2.0,:unlock: Lip Reading - Cross Audio-Visual Recognition using 3D Architectures
junshutang/Make-It-3D,1887,137,0,2023-03-23T19:37:24Z,2024-07-05T00:01:03Z,Python,,[ICCV 2023] Make-It-3D: High-Fidelity 3D Creation from A Single Image with Diffusion Prior
pierluigiferrari/ssd_keras,1868,919,26,2017-04-02T16:20:32Z,2022-04-21T05:18:06Z,Python,Apache License 2.0,A Keras port of Single Shot MultiBox Detector
laugh12321/TensorRT-YOLO,1859,193,2,2024-01-28T06:10:50Z,2026-03-22T11:08:32Z,C++,GNU General Public License v3.0,🚀 Easier & Faster YOLO Deployment Toolkit for NVIDIA 🛠️
robertknight/ocrs,1857,90,23,2024-01-02T09:32:23Z,2026-07-01T23:13:26Z,Rust,Apache License 2.0,Rust library and CLI tool for OCR (extracting text from images)
yassouali/awesome-semi-supervised-learning,1855,225,2,2020-04-08T00:43:22Z,2024-05-24T02:46:31Z,,MIT License,"😎 An up-to-date & curated list of awesome semi-supervised learning papers, methods & resources."
probcomp/Gen.jl,1845,163,168,2018-08-21T21:42:42Z,2026-06-09T00:09:14Z,Julia,Apache License 2.0,A general-purpose probabilistic programming system with programmable inference
xinshuoweng/AB3DMOT,1842,416,24,2019-06-19T23:48:25Z,2024-04-03T19:30:20Z,Python,Other,"(IROS 2020, ECCVW 2020) Official Python Implementation for ""3D Multi-Object Tracking: A Baseline and New Evaluation Metrics"""
zhihongz/awesome-low-light-image-enhancement,1840,241,0,2020-05-24T03:44:36Z,2026-05-12T12:34:13Z,MATLAB,,This is a resouce list for low light image enhancement
AlibabaResearch/AdvancedLiterateMachinery,1833,197,143,2022-09-28T13:32:21Z,2026-03-17T02:55:55Z,C++,Apache License 2.0,"A collection of original, innovative ideas and algorithms towards Advanced Literate Machinery. This project is maintained by the OCR Team in the Language Technology Lab, Tongyi Lab, Alibaba Group."
KlingAIResearch/ReCamMaster,1830,95,70,2025-03-14T12:42:53Z,2025-11-28T04:06:03Z,Python,MIT License,[ICCV'25 Best Paper Finalist] ReCamMaster: Camera-Controlled Generative Rendering from A Single Video
